,barcodes,leiden_resolution_2_myeloid-dcs,AIFI_L1,AIFI_L2,AIFI_L3
25195,ca208c4c7b6a11eb9663d28cb61bf405,16,DC,cDC2,HLA-DRhi cDC2
25196,ca2114fa7b6a11eb9663d28cb61bf405,24,Doublet,Doublet,Doublet
25197,ca21977c7b6a11eb9663d28cb61bf405,4,DC,pDC,pDC
25198,ca21ea067b6a11eb9663d28cb61bf405,13,DC,cDC2,ISG+ cDC2
25199,ca23a65c7b6a11eb9663d28cb61bf405,6,DC,cDC2,CD14+ cDC2
25200,ca2467cc7b6a11eb9663d28cb61bf405,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25201,ca24a9f87b6a11eb9663d28cb61bf405,2,DC,cDC2,HLA-DRhi cDC2
25202,ca2979107b6a11eb9663d28cb61bf405,12,Monocyte,CD14 monocyte,Core CD14 monocyte
25203,ca2e4cd87b6a11eb9663d28cb61bf405,0,DC,pDC,pDC
25204,ca316df07b6a11eb9663d28cb61bf405,2,DC,cDC2,HLA-DRhi cDC2
25205,ca31c3907b6a11eb9663d28cb61bf405,2,DC,cDC2,HLA-DRhi cDC2
25206,ca327c9a7b6a11eb9663d28cb61bf405,6,DC,cDC2,CD14+ cDC2
25207,ca341dd47b6a11eb9663d28cb61bf405,2,DC,cDC2,HLA-DRhi cDC2
25208,ca3758a07b6a11eb9663d28cb61bf405,12,DC,cDC2,CD14+ cDC2
25209,ca3792ca7b6a11eb9663d28cb61bf405,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25210,ca3807147b6a11eb9663d28cb61bf405,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25211,ca385d187b6a11eb9663d28cb61bf405,2,DC,cDC2,HLA-DRhi cDC2
25212,ca38daf47b6a11eb9663d28cb61bf405,2,DC,cDC2,HLA-DRhi cDC2
25213,ca3b428a7b6a11eb9663d28cb61bf405,2,DC,cDC2,CD14+ cDC2
25214,ca3b56127b6a11eb9663d28cb61bf405,13,Monocyte,CD14 monocyte,Core CD14 monocyte
25215,ca42b13c7b6a11eb9663d28cb61bf405,20,Doublet,Doublet,Doublet
25216,ca43b21c7b6a11eb9663d28cb61bf405,15,DC,cDC2,CD14+ cDC2
25217,ca44cdaa7b6a11eb9663d28cb61bf405,6,DC,cDC2,CD14+ cDC2
25218,a8b23a887b6a11ebb395ce76725e8e9a,2,DC,cDC2,HLA-DRhi cDC2
25219,a8b28b647b6a11ebb395ce76725e8e9a,17,DC,cDC1,cDC1
25220,a8b2ef3c7b6a11ebb395ce76725e8e9a,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25221,a8b3d87a7b6a11ebb395ce76725e8e9a,8,DC,cDC2,HLA-DRhi cDC2
25222,a8b4e3147b6a11ebb395ce76725e8e9a,15,DC,cDC2,CD14+ cDC2
25223,a8b9beac7b6a11ebb395ce76725e8e9a,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25224,a8bb81b07b6a11ebb395ce76725e8e9a,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25225,a8bb90ba7b6a11ebb395ce76725e8e9a,15,DC,cDC2,CD14+ cDC2
25226,a8bc4c807b6a11ebb395ce76725e8e9a,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25227,a8bc86e67b6a11ebb395ce76725e8e9a,2,DC,cDC2,CD14+ cDC2
25228,a8bdc31c7b6a11ebb395ce76725e8e9a,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25229,a8be7d3e7b6a11ebb395ce76725e8e9a,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25230,a8c373347b6a11ebb395ce76725e8e9a,15,DC,cDC2,CD14+ cDC2
25231,a8c463e87b6a11ebb395ce76725e8e9a,7,Monocyte,CD14 monocyte,Core CD14 monocyte
25232,a8c701ac7b6a11ebb395ce76725e8e9a,7,Monocyte,CD14 monocyte,Core CD14 monocyte
25233,a8ca358e7b6a11ebb395ce76725e8e9a,4,DC,pDC,pDC
25234,a8cd96487b6a11ebb395ce76725e8e9a,4,DC,pDC,pDC
25235,a8ced6207b6a11ebb395ce76725e8e9a,4,DC,pDC,pDC
25236,a8cf06c27b6a11ebb395ce76725e8e9a,15,Monocyte,CD14 monocyte,Core CD14 monocyte
25237,a8e150987b6a11ebb395ce76725e8e9a,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25238,a8e289d67b6a11ebb395ce76725e8e9a,8,DC,cDC2,HLA-DRhi cDC2
25239,a8e4e1ea7b6a11ebb395ce76725e8e9a,3,DC,cDC2,CD14+ cDC2
25240,a8e7430e7b6a11ebb395ce76725e8e9a,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25241,a8e7a39e7b6a11ebb395ce76725e8e9a,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25242,a8eaf0267b6a11ebb395ce76725e8e9a,24,Doublet,Doublet,Doublet
25243,a8ec92647b6a11ebb395ce76725e8e9a,2,DC,cDC2,CD14+ cDC2
25244,a8ef4f047b6a11ebb395ce76725e8e9a,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25245,a8f090447b6a11ebb395ce76725e8e9a,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25246,a8f4293e7b6a11ebb395ce76725e8e9a,14,DC,cDC2,CD14+ cDC2
25247,a8f5c2807b6a11ebb395ce76725e8e9a,14,DC,cDC2,CD14+ cDC2
25248,a8f608e47b6a11ebb395ce76725e8e9a,6,DC,cDC2,CD14+ cDC2
25249,a8f6ee267b6a11ebb395ce76725e8e9a,2,DC,cDC2,HLA-DRhi cDC2
25250,a8f8a9827b6a11ebb395ce76725e8e9a,2,DC,cDC2,HLA-DRhi cDC2
25251,a8fc1e327b6a11ebb395ce76725e8e9a,3,DC,cDC2,CD14+ cDC2
25252,a8fd85ba7b6a11ebb395ce76725e8e9a,2,DC,cDC2,HLA-DRhi cDC2
25253,a9017a587b6a11ebb395ce76725e8e9a,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25254,a90228407b6a11ebb395ce76725e8e9a,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25255,a90703607b6a11ebb395ce76725e8e9a,11,DC,cDC2,HLA-DRhi cDC2
25256,08fc6f6e7b6911eba169da6bd33569f7,4,DC,pDC,pDC
25257,08fd28d27b6911eba169da6bd33569f7,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25258,08fdbd607b6911eba169da6bd33569f7,21,DC,ASDC,ASDC
25259,08fdf46a7b6911eba169da6bd33569f7,15,DC,cDC2,CD14+ cDC2
25260,090181ca7b6911eba169da6bd33569f7,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25261,0903273c7b6911eba169da6bd33569f7,2,DC,cDC2,HLA-DRhi cDC2
25262,0903d7ea7b6911eba169da6bd33569f7,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25263,0904486a7b6911eba169da6bd33569f7,14,DC,cDC2,CD14+ cDC2
25264,09048b367b6911eba169da6bd33569f7,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25265,09053e827b6911eba169da6bd33569f7,7,Monocyte,CD14 monocyte,Core CD14 monocyte
25266,0905481e7b6911eba169da6bd33569f7,15,DC,cDC2,CD14+ cDC2
25267,09069c3c7b6911eba169da6bd33569f7,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25268,0907e0107b6911eba169da6bd33569f7,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25269,09091a027b6911eba169da6bd33569f7,17,DC,cDC1,cDC1
25270,0909d1cc7b6911eba169da6bd33569f7,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25271,090a0e267b6911eba169da6bd33569f7,4,DC,pDC,pDC
25272,090a1f9c7b6911eba169da6bd33569f7,2,DC,cDC2,CD14+ cDC2
25273,091074fa7b6911eba169da6bd33569f7,6,DC,cDC2,CD14+ cDC2
25274,0910fcfe7b6911eba169da6bd33569f7,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25275,0916aa827b6911eba169da6bd33569f7,7,Monocyte,CD14 monocyte,Core CD14 monocyte
25276,0916f05a7b6911eba169da6bd33569f7,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25277,091b13d87b6911eba169da6bd33569f7,12,DC,cDC2,CD14+ cDC2
25278,091bae567b6911eba169da6bd33569f7,18,Doublet,Doublet,Doublet
25279,091c4a467b6911eba169da6bd33569f7,21,DC,ASDC,ASDC
25280,091ed9007b6911eba169da6bd33569f7,18,Doublet,Doublet,Doublet
25281,091ef5fc7b6911eba169da6bd33569f7,17,DC,cDC1,cDC1
25282,0921ca487b6911eba169da6bd33569f7,2,DC,cDC2,HLA-DRhi cDC2
25283,0921e9e27b6911eba169da6bd33569f7,15,DC,cDC2,CD14+ cDC2
25284,092497f07b6911eba169da6bd33569f7,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25285,0927bf847b6911eba169da6bd33569f7,2,DC,cDC2,HLA-DRhi cDC2
25286,09291dd47b6911eba169da6bd33569f7,17,DC,cDC1,cDC1
25287,0929a5107b6911eba169da6bd33569f7,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25288,092bbcce7b6911eba169da6bd33569f7,25,Doublet,Doublet,Doublet
25289,092c53a07b6911eba169da6bd33569f7,4,DC,pDC,pDC
25290,092f963c7b6911eba169da6bd33569f7,7,Monocyte,CD14 monocyte,Core CD14 monocyte
25291,0930525c7b6911eba169da6bd33569f7,23,Doublet,Doublet,Doublet
25292,09308bf07b6911eba169da6bd33569f7,6,DC,cDC2,CD14+ cDC2
25293,093708727b6911eba169da6bd33569f7,11,DC,cDC2,HLA-DRhi cDC2
25294,09370f027b6911eba169da6bd33569f7,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25295,0937a7007b6911eba169da6bd33569f7,17,DC,cDC1,cDC1
25296,0938bcb27b6911eba169da6bd33569f7,20,Doublet,Doublet,Doublet
25297,093ad9847b6911eba169da6bd33569f7,20,Doublet,Doublet,Doublet
25298,093bbb6a7b6911eba169da6bd33569f7,0,DC,pDC,pDC
25299,093da63c7b6911eba169da6bd33569f7,0,DC,pDC,pDC
25300,093fd89e7b6911eba169da6bd33569f7,14,DC,cDC2,CD14+ cDC2
25301,0941037c7b6911eba169da6bd33569f7,4,DC,pDC,pDC
25302,0941c42e7b6911eba169da6bd33569f7,20,Doublet,Doublet,Doublet
25303,0941ffc07b6911eba169da6bd33569f7,6,DC,cDC2,CD14+ cDC2
25304,094314827b6911eba169da6bd33569f7,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25305,0943814c7b6911eba169da6bd33569f7,8,DC,cDC2,HLA-DRhi cDC2
25306,094527ae7b6911eba169da6bd33569f7,2,DC,cDC2,HLA-DRhi cDC2
25307,0945b62e7b6911eba169da6bd33569f7,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25308,094721127b6911eba169da6bd33569f7,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25309,0948a0fa7b6911eba169da6bd33569f7,18,Doublet,Doublet,Doublet
25310,0949045a7b6911eba169da6bd33569f7,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25311,7a5bede87b7711eba2a96a517e35be5d,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25312,7a5c166a7b7711eba2a96a517e35be5d,20,Doublet,Doublet,Doublet
25313,7a5c5b667b7711eba2a96a517e35be5d,6,Monocyte,Intermediate monocyte,Intermediate monocyte
25314,7a5cabfc7b7711eba2a96a517e35be5d,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25315,7a5e48cc7b7711eba2a96a517e35be5d,4,DC,pDC,pDC
25316,7a5e770c7b7711eba2a96a517e35be5d,4,DC,pDC,pDC
25317,7a5ec5e07b7711eba2a96a517e35be5d,4,DC,pDC,pDC
25318,7a5f58347b7711eba2a96a517e35be5d,20,Doublet,Doublet,Doublet
25319,7a6114767b7711eba2a96a517e35be5d,4,DC,pDC,pDC
25320,7a6297ce7b7711eba2a96a517e35be5d,12,Monocyte,CD14 monocyte,Core CD14 monocyte
25321,7a68601e7b7711eba2a96a517e35be5d,6,DC,cDC2,CD14+ cDC2
25322,7a69fd7a7b7711eba2a96a517e35be5d,20,Doublet,Doublet,Doublet
25323,7a6adfe27b7711eba2a96a517e35be5d,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25324,7a6b6be27b7711eba2a96a517e35be5d,17,DC,cDC1,cDC1
25325,7a6bcf9c7b7711eba2a96a517e35be5d,2,DC,cDC2,HLA-DRhi cDC2
25326,7a6c0eda7b7711eba2a96a517e35be5d,2,DC,cDC2,HLA-DRhi cDC2
25327,7a70ceca7b7711eba2a96a517e35be5d,2,DC,cDC2,HLA-DRhi cDC2
25328,7a7212a87b7711eba2a96a517e35be5d,2,DC,cDC2,HLA-DRhi cDC2
25329,7a7267267b7711eba2a96a517e35be5d,18,Doublet,Doublet,Doublet
25330,7a749a8c7b7711eba2a96a517e35be5d,21,DC,pDC,pDC
25331,7a755c427b7711eba2a96a517e35be5d,0,DC,pDC,pDC
25332,7a777c527b7711eba2a96a517e35be5d,2,DC,cDC2,HLA-DRhi cDC2
25333,7a789b327b7711eba2a96a517e35be5d,15,DC,cDC2,CD14+ cDC2
25334,7a793f4c7b7711eba2a96a517e35be5d,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25335,7a79502c7b7711eba2a96a517e35be5d,17,DC,cDC1,cDC1
25336,7a7a08147b7711eba2a96a517e35be5d,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25337,7a7c8b847b7711eba2a96a517e35be5d,16,DC,cDC2,CD14+ cDC2
25338,7a7ca2547b7711eba2a96a517e35be5d,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25339,7a81b5c87b7711eba2a96a517e35be5d,2,DC,cDC2,HLA-DRhi cDC2
25340,7a83347a7b7711eba2a96a517e35be5d,4,DC,pDC,pDC
25341,7a84d9427b7711eba2a96a517e35be5d,2,DC,cDC2,HLA-DRhi cDC2
25342,7a86568c7b7711eba2a96a517e35be5d,7,Monocyte,CD14 monocyte,Core CD14 monocyte
25343,7a884fb47b7711eba2a96a517e35be5d,15,DC,cDC2,CD14+ cDC2
25344,7a8b286a7b7711eba2a96a517e35be5d,7,Monocyte,CD14 monocyte,Core CD14 monocyte
25345,7a8c99347b7711eba2a96a517e35be5d,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25346,7a8de19a7b7711eba2a96a517e35be5d,7,Monocyte,CD14 monocyte,Core CD14 monocyte
25347,7a8deafa7b7711eba2a96a517e35be5d,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25348,7a8e0c567b7711eba2a96a517e35be5d,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25349,7a8e18907b7711eba2a96a517e35be5d,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25350,7a91596a7b7711eba2a96a517e35be5d,14,DC,cDC2,CD14+ cDC2
25351,7a91e11e7b7711eba2a96a517e35be5d,4,DC,pDC,pDC
25352,7a9433a67b7711eba2a96a517e35be5d,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25353,7a96e89e7b7711eba2a96a517e35be5d,10,DC,cDC2,CD14+ cDC2
25354,a8a997c47b7a11ebb651b6ee572b3274,15,DC,cDC2,CD14+ cDC2
25355,a8ae11327b7a11ebb651b6ee572b3274,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25356,a8b41ed87b7a11ebb651b6ee572b3274,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25357,a8b7670a7b7a11ebb651b6ee572b3274,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25358,a8b79b807b7a11ebb651b6ee572b3274,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25359,a8b8bb5a7b7a11ebb651b6ee572b3274,15,DC,cDC2,CD14+ cDC2
25360,a8b960287b7a11ebb651b6ee572b3274,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25361,a8babd1a7b7a11ebb651b6ee572b3274,7,Monocyte,CD14 monocyte,Core CD14 monocyte
25362,a8bac6fc7b7a11ebb651b6ee572b3274,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25363,a8be0fb07b7a11ebb651b6ee572b3274,4,DC,pDC,pDC
25364,a8be39867b7a11ebb651b6ee572b3274,16,DC,cDC2,HLA-DRhi cDC2
25365,a8c127407b7a11ebb651b6ee572b3274,17,DC,cDC1,cDC1
25366,a8c290e47b7a11ebb651b6ee572b3274,2,DC,cDC2,HLA-DRhi cDC2
25367,a8c31c447b7a11ebb651b6ee572b3274,14,DC,cDC2,CD14+ cDC2
25368,a8c3dc107b7a11ebb651b6ee572b3274,15,DC,cDC2,CD14+ cDC2
25369,a8c800ba7b7a11ebb651b6ee572b3274,15,DC,cDC2,CD14+ cDC2
25370,a8c972f67b7a11ebb651b6ee572b3274,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25371,a8caa0187b7a11ebb651b6ee572b3274,6,DC,cDC2,CD14+ cDC2
25372,a8cb590e7b7a11ebb651b6ee572b3274,2,DC,cDC2,HLA-DRhi cDC2
25373,a8cbeafe7b7a11ebb651b6ee572b3274,2,DC,cDC2,HLA-DRhi cDC2
25374,a8cc01247b7a11ebb651b6ee572b3274,15,DC,cDC2,CD14+ cDC2
25375,a8cc04b27b7a11ebb651b6ee572b3274,2,DC,cDC2,HLA-DRhi cDC2
25376,a8cd56647b7a11ebb651b6ee572b3274,15,DC,cDC2,CD14+ cDC2
25377,a8cee8267b7a11ebb651b6ee572b3274,14,DC,cDC2,CD14+ cDC2
25378,a8cf70c07b7a11ebb651b6ee572b3274,2,DC,cDC2,HLA-DRhi cDC2
25379,a8cf7d547b7a11ebb651b6ee572b3274,2,DC,cDC2,HLA-DRhi cDC2
25380,a8d0558a7b7a11ebb651b6ee572b3274,4,DC,pDC,pDC
25381,a8d1e36e7b7a11ebb651b6ee572b3274,20,Doublet,Doublet,Doublet
25382,a8d34da87b7a11ebb651b6ee572b3274,18,Doublet,Doublet,Doublet
25383,a8d37e227b7a11ebb651b6ee572b3274,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25384,a8d444247b7a11ebb651b6ee572b3274,15,DC,cDC2,CD14+ cDC2
25385,a8d4474e7b7a11ebb651b6ee572b3274,7,Monocyte,CD14 monocyte,Core CD14 monocyte
25386,a8d615ec7b7a11ebb651b6ee572b3274,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25387,a8d8759e7b7a11ebb651b6ee572b3274,6,DC,cDC2,CD14+ cDC2
25388,a8d8a87a7b7a11ebb651b6ee572b3274,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25389,a8db418e7b7a11ebb651b6ee572b3274,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25390,a8ded1aa7b7a11ebb651b6ee572b3274,26,DC,cDC1,cDC1
25391,8b474dca7b7a11ebbb227ae287962563,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25392,8b47c87c7b7a11ebbb227ae287962563,14,DC,cDC2,CD14+ cDC2
25393,8b47ecf87b7a11ebbb227ae287962563,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25394,8b47fe327b7a11ebbb227ae287962563,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25395,8b483f967b7a11ebbb227ae287962563,14,DC,cDC2,CD14+ cDC2
25396,8b49f8907b7a11ebbb227ae287962563,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25397,8b4aa3ee7b7a11ebbb227ae287962563,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25398,8b4ab2307b7a11ebbb227ae287962563,2,DC,cDC2,CD14+ cDC2
25399,8b4ad5bc7b7a11ebbb227ae287962563,4,DC,pDC,pDC
25400,8b4b09927b7a11ebbb227ae287962563,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25401,8b4e78707b7a11ebbb227ae287962563,2,DC,cDC2,HLA-DRhi cDC2
25402,8b4f291e7b7a11ebbb227ae287962563,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25403,8b50406a7b7a11ebbb227ae287962563,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25404,8b524d427b7a11ebbb227ae287962563,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25405,8b58233e7b7a11ebbb227ae287962563,21,DC,ASDC,ASDC
25406,8b582bea7b7a11ebbb227ae287962563,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25407,8b5847f67b7a11ebbb227ae287962563,18,Doublet,Doublet,Doublet
25408,8b5ad44e7b7a11ebbb227ae287962563,8,DC,cDC2,HLA-DRhi cDC2
25409,8b5c90a47b7a11ebbb227ae287962563,7,Monocyte,CD14 monocyte,Core CD14 monocyte
25410,8b5d7e387b7a11ebbb227ae287962563,2,DC,cDC2,HLA-DRhi cDC2
25411,8b5ed90e7b7a11ebbb227ae287962563,2,DC,cDC2,HLA-DRhi cDC2
25412,8b5f53de7b7a11ebbb227ae287962563,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25413,8b60f6b27b7a11ebbb227ae287962563,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25414,8b6199e67b7a11ebbb227ae287962563,13,DC,cDC2,ISG+ cDC2
25415,8b6403487b7a11ebbb227ae287962563,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25416,8b65711a7b7a11ebbb227ae287962563,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25417,8b67e3fa7b7a11ebbb227ae287962563,2,DC,cDC2,HLA-DRhi cDC2
25418,8b6814247b7a11ebbb227ae287962563,19,DC,cDC2,CD14+ cDC2
25419,8b683f767b7a11ebbb227ae287962563,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25420,8b69483a7b7a11ebbb227ae287962563,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25421,8b6c02467b7a11ebbb227ae287962563,15,DC,cDC2,CD14+ cDC2
25422,8b6c72e47b7a11ebbb227ae287962563,12,Monocyte,CD14 monocyte,Core CD14 monocyte
25423,8b6cdf867b7a11ebbb227ae287962563,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25424,8b6f51f87b7a11ebbb227ae287962563,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25425,8b710bb07b7a11ebbb227ae287962563,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25426,8b73bacc7b7a11ebbb227ae287962563,18,Doublet,Doublet,Doublet
25427,8b7432907b7a11ebbb227ae287962563,15,DC,cDC2,CD14+ cDC2
25428,8b755ba27b7a11ebbb227ae287962563,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25429,8b75bd547b7a11ebbb227ae287962563,18,Doublet,Doublet,Doublet
25430,8b76698e7b7a11ebbb227ae287962563,1,DC,pDC,pDC
25431,8b76bdee7b7a11ebbb227ae287962563,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25432,8b7725d67b7a11ebbb227ae287962563,0,DC,pDC,pDC
25433,8b7ae3927b7a11ebbb227ae287962563,15,DC,cDC2,CD14+ cDC2
25434,8b809ff87b7a11ebbb227ae287962563,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25435,8b812f7c7b7a11ebbb227ae287962563,12,DC,cDC2,CD14+ cDC2
25436,8b820d027b7a11ebbb227ae287962563,4,DC,pDC,pDC
25437,8b849e787b7a11ebbb227ae287962563,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25438,8b85e1f27b7a11ebbb227ae287962563,14,DC,cDC2,CD14+ cDC2
25439,8b86b1ea7b7a11ebbb227ae287962563,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25440,5c5519ac7b7a11eb822c3e9d2f0e335e,16,DC,cDC2,HLA-DRhi cDC2
25441,5c5666a47b7a11eb822c3e9d2f0e335e,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25442,5c56f6f07b7a11eb822c3e9d2f0e335e,18,Doublet,Doublet,Doublet
25443,5c585fc27b7a11eb822c3e9d2f0e335e,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25444,5c5a8ab87b7a11eb822c3e9d2f0e335e,16,DC,cDC2,CD14+ cDC2
25445,5c5cd2467b7a11eb822c3e9d2f0e335e,15,DC,cDC2,CD14+ cDC2
25446,5c5d7e8a7b7a11eb822c3e9d2f0e335e,15,DC,cDC2,CD14+ cDC2
25447,5c5e0ada7b7a11eb822c3e9d2f0e335e,21,DC,ASDC,ASDC
25448,5c5edd167b7a11eb822c3e9d2f0e335e,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25449,5c61ca947b7a11eb822c3e9d2f0e335e,5,Doublet,Doublet,Doublet
25450,5c6237d67b7a11eb822c3e9d2f0e335e,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25451,5c63c1fa7b7a11eb822c3e9d2f0e335e,14,DC,cDC2,CD14+ cDC2
25452,5c67334e7b7a11eb822c3e9d2f0e335e,14,DC,cDC2,CD14+ cDC2
25453,5c68259c7b7a11eb822c3e9d2f0e335e,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25454,5c684cac7b7a11eb822c3e9d2f0e335e,16,DC,cDC2,CD14+ cDC2
25455,5c6a76127b7a11eb822c3e9d2f0e335e,7,Monocyte,CD14 monocyte,Core CD14 monocyte
25456,5c6d99007b7a11eb822c3e9d2f0e335e,7,Monocyte,CD14 monocyte,Core CD14 monocyte
25457,5c6ddf8c7b7a11eb822c3e9d2f0e335e,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25458,5c70001e7b7a11eb822c3e9d2f0e335e,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25459,5c702dbe7b7a11eb822c3e9d2f0e335e,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25460,5c7061087b7a11eb822c3e9d2f0e335e,2,DC,cDC2,HLA-DRhi cDC2
25461,5c70c5bc7b7a11eb822c3e9d2f0e335e,4,DC,pDC,pDC
25462,5c70ef1a7b7a11eb822c3e9d2f0e335e,7,Monocyte,CD14 monocyte,Core CD14 monocyte
25463,5c7111707b7a11eb822c3e9d2f0e335e,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25464,5c7207567b7a11eb822c3e9d2f0e335e,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25465,5c74d6a27b7a11eb822c3e9d2f0e335e,6,Monocyte,CD14 monocyte,ISG+ CD14 monocyte
25466,5c76365a7b7a11eb822c3e9d2f0e335e,21,DC,ASDC,ASDC
25467,5c7723f87b7a11eb822c3e9d2f0e335e,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25468,5c7cf65c7b7a11eb822c3e9d2f0e335e,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25469,5c7edc887b7a11eb822c3e9d2f0e335e,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25470,5c7f46d27b7a11eb822c3e9d2f0e335e,2,DC,cDC2,HLA-DRhi cDC2
25471,5c7f90b07b7a11eb822c3e9d2f0e335e,15,DC,cDC2,CD14+ cDC2
25472,5c81292a7b7a11eb822c3e9d2f0e335e,2,DC,cDC2,HLA-DRhi cDC2
25473,5c836cd07b7a11eb822c3e9d2f0e335e,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25474,5c837c027b7a11eb822c3e9d2f0e335e,4,DC,pDC,pDC
25475,5c841f187b7a11eb822c3e9d2f0e335e,4,DC,pDC,pDC
25476,5c84c6d47b7a11eb822c3e9d2f0e335e,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25477,5c8808307b7a11eb822c3e9d2f0e335e,10,DC,cDC2,CD14+ cDC2
25478,5c88d7c47b7a11eb822c3e9d2f0e335e,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25479,5c895ea67b7a11eb822c3e9d2f0e335e,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25480,5c8a30ec7b7a11eb822c3e9d2f0e335e,4,DC,pDC,pDC
25481,5c8abd967b7a11eb822c3e9d2f0e335e,6,DC,cDC2,CD14+ cDC2
25482,5c8d40847b7a11eb822c3e9d2f0e335e,5,Monocyte,CD14 monocyte,Core CD14 monocyte
